,Unnamed: 0.1,Unnamed: 0,race,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,FairDEN2,FairSC_normalized2,FairSC2,FairDEN3,FairSC_normalized3,FairSC3,FairDEN4,FairSC_normalized4,FairSC4,FairDEN5,FairSC_normalized5,FairSC5,FairDEN6,FairSC_normalized6,FairSC6,FairDEN7,FairSC_normalized7,FairSC7,FairDEN8,FairSC_normalized8,FairSC8,FairDEN9,FairSC_normalized9,FairSC9,FairDEN10,FairSC_normalized10,FairSC10,FairDen2,FairDen3,FairDen4,FairDen5,FairDen6,FairDen7,FairDen8,FairDen9,FairDen10
466,466,23628,2,36,255454,13,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1,0,0,1,1,5,0,7,7,4
467,467,21848,4,21,136873,10,0,10,0,0,0,0,0,1,0,2,0,0,0,1,1,2,2,1,5,1,2,4,5,3,1,8,3,2,9,6,3,0,2,2,0,0,1,5,1,2
468,468,47757,4,39,139770,14,0,30,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,2,6,7,8,3,2,1,1,2,2,4,0,1,3,4,3
469,469,3953,4,42,44121,14,0,40,0,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,8,7,8,0,2,1,0,2,2,0,3,5,5,1,9
470,470,7786,2,26,261278,10,0,30,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,8,4,1,0,4,1,0,2,2,0,3,5,5,1,9
471,471,18659,2,43,122473,5,0,40,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,5,7,5,5,6,4,1,9,4,1,1,2,2,4,0,1,3,4,2
472,472,11886,4,55,258648,6,0,40,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,5,4,1,7,4,5,6,1,1,3,0,5,1,2,2,4,0,6,3,4,3
473,473,34476,4,45,192360,14,0,50,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1,0,0,1,0,3,5,1,2,0
474,474,11090,4,41,185616,9,0,40,0,0,0,0,0,0,1,1,1,1,1,2,0,3,0,4,1,6,1,6,2,7,6,3,8,4,1,3,8,0,0,1,1,2,4,2,3,1
475,475,10822,4,34,154548,10,0,38,0,0,0,0,0,0,1,1,1,1,3,2,1,4,1,4,1,0,1,6,6,7,6,1,0,4,4,8,8,0,0,1,1,5,0,7,7,4
476,476,45214,1,55,79011,9,0,70,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,5,0,5,1,5,5,2,4,1,3,4,1,1,2,2,4,0,6,0,8,8
477,477,35966,4,68,353524,4,0,60,0,0,1,0,1,2,1,1,2,1,1,3,2,3,4,3,4,2,4,1,4,4,5,7,1,1,7,0,5,1,1,0,3,4,2,4,6,6
478,478,8517,4,27,330132,13,0,40,1,0,0,1,1,1,2,0,0,3,0,1,3,0,5,2,2,1,3,5,5,0,0,8,2,6,9,9,0,0,2,2,0,3,1,5,1,2
479,479,13571,4,21,48121,10,0,10,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,1,2,4,7,3,1,6,3,2,3,6,3,1,2,2,4,0,1,3,4,3
480,480,32155,4,43,191712,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1,0,0,1,1,5,0,7,7,4
481,481,28556,4,51,79324,10,0,40,0,0,0,1,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,0,6,5,4,8,1,5,3,7,0,0,1,0,3,5,1,2,0
482,482,22330,4,40,48087,9,7298,45,1,0,1,1,1,1,1,1,3,1,1,0,0,3,3,4,0,5,1,3,1,7,7,2,4,0,8,5,2,1,2,3,2,1,6,0,8,8
483,483,39066,4,62,97950,13,0,6,0,0,1,1,1,2,1,1,2,0,1,3,2,3,3,3,4,3,6,1,3,6,5,0,5,1,6,7,1,1,1,0,3,1,3,6,5,5
484,484,47815,0,51,27804,10,0,35,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,8,4,1,9,4,1,0,2,2,0,3,5,5,1,2
485,485,17965,4,48,378221,13,0,60,1,0,1,1,1,1,2,0,0,3,2,4,3,0,2,2,2,5,3,5,1,0,0,2,2,6,8,9,0,1,2,2,4,0,6,0,8,8
486,486,32990,4,48,67716,14,7688,50,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,0,2,3,5,2,5,4,8,2,4,1,1,2,3,2,1,3,6,0,7
487,487,30762,4,41,359696,13,15024,60,1,0,1,1,1,2,2,0,2,2,1,3,4,3,4,3,4,2,0,5,4,5,2,0,4,8,6,4,1,1,1,0,3,4,2,4,5,5
488,488,29789,4,61,167347,10,0,35,0,0,0,1,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,5,6,5,4,8,1,0,3,7,0,0,1,0,3,5,5,2,9
489,489,18173,4,22,160398,10,0,38,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9,0,0,1,1,5,0,7,7,4
490,490,22581,4,53,283602,14,15024,40,1,0,1,1,1,2,2,0,2,2,2,3,4,3,3,3,4,3,0,2,3,5,2,0,4,8,6,4,1,1,1,0,3,1,3,6,5,5
491,491,13256,4,55,170287,10,0,40,1,0,0,1,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7,0,0,1,1,5,0,7,7,4
492,492,31228,4,36,199346,14,0,50,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1,0,0,1,0,3,5,1,2,0
493,493,8870,4,52,245275,6,0,35,0,0,1,0,0,1,1,1,0,1,1,4,2,3,2,3,4,5,4,5,1,4,5,2,1,1,8,0,5,1,2,2,4,0,6,0,8,8
494,494,6758,4,30,378723,10,0,55,0,0,0,0,1,1,0,2,0,3,0,1,3,0,2,2,2,1,3,5,5,0,0,8,2,6,9,9,0,0,2,2,0,0,1,5,1,2
495,495,37813,4,23,244480,10,0,15,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,6,3,1,1,3,2,5,6,3,0,0,1,1,5,0,7,7,0
496,496,47510,4,54,20795,9,0,40,0,0,0,1,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,0,6,5,4,8,1,0,3,7,0,0,1,0,3,5,5,2,9
497,497,31372,1,39,72338,14,0,40,1,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,5,4,1,0,0,1,1,5,0,7,7,0
498,498,4850,4,18,168288,9,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9,0,0,1,1,5,0,7,7,4
499,499,33608,4,18,36779,7,0,20,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,5,2,4,7,3,1,2,3,2,3,6,3,1,2,2,4,0,6,3,4,3
500,500,31180,4,26,30793,13,0,55,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,5,5,2,7,2,2,2,7,8,3,2,1,1,2,2,4,0,6,3,8,3
501,501,47843,4,60,288684,3,0,40,0,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,3,4,5,3,4,5,5,1,1,8,0,5,1,2,3,2,1,3,0,8,7
502,502,6809,4,44,71269,10,0,50,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,0,5,5,1,3,4,8,7,0,4,6,0,2,2,0,3,5,5,2,9
503,503,19951,4,32,27051,13,0,44,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,0,2,1,0,0,1,0,3,5,1,2,9
504,504,34000,4,32,149368,13,0,40,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4,0,0,1,1,5,0,7,7,4
505,505,42463,4,67,219687,10,0,18,0,0,1,0,1,1,1,1,0,0,1,4,2,3,2,3,4,1,6,1,7,6,5,6,5,1,3,7,1,1,2,2,4,0,1,3,4,3
506,506,38725,4,19,179422,9,0,35,0,0,0,0,0,0,0,2,1,0,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9,0,0,1,1,5,0,7,7,4
507,507,35829,1,44,69236,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,5,4,1,0,0,1,1,5,0,7,7,0
508,508,46119,4,52,24185,9,0,84,0,0,1,1,1,2,1,1,2,1,1,0,0,3,3,0,0,3,4,5,3,1,3,0,6,7,6,1,6,1,1,0,2,1,3,6,0,5
509,509,5071,4,35,170797,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1,0,0,1,1,5,0,7,7,4
510,510,32378,4,34,382078,13,3103,50,1,0,1,1,1,1,2,0,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0,1,2,2,4,0,1,3,4,3
511,511,13883,1,23,226891,9,0,20,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1,0,0,1,0,3,5,1,2,0
512,512,2954,2,26,240842,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,0,5,2,5,5,3,4,1,1,4,1,0,0,1,1,2,4,2,3,1
513,513,47926,4,36,202207,9,0,69,1,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,5,7,1,3,6,6,7,9,1,6,1,2,2,4,0,1,3,4,2
514,514,29431,4,30,77689,13,7688,50,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,5,2,3,5,2,5,7,8,2,4,1,1,2,3,2,1,3,6,0,7
515,515,35568,4,76,217043,6,0,15,0,0,1,0,1,2,1,1,2,0,1,3,2,3,3,3,4,3,6,1,3,6,5,0,5,1,6,7,5,1,1,0,3,1,3,6,5,5
516,516,8297,4,25,191921,10,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9,0,0,1,1,5,0,7,7,4
517,517,19888,4,30,40338,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2,0,0,1,1,5,0,7,7,4
518,518,9064,4,37,108913,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2,0,0,1,1,2,4,2,3,1
519,519,29440,4,22,190903,7,0,20,0,0,0,0,0,1,0,2,0,0,0,1,1,2,2,1,5,1,2,4,5,3,1,8,3,2,9,6,3,0,2,2,0,0,1,5,1,2
520,520,30000,4,56,140558,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7,0,0,1,1,2,4,2,3,1
521,521,36711,4,84,157778,10,0,6,0,0,1,0,1,2,1,1,2,0,1,0,2,3,3,3,4,3,6,1,3,6,5,0,5,1,6,7,1,1,1,0,2,1,3,6,5,5
522,522,24978,4,29,95423,9,0,80,0,0,1,1,1,1,1,1,3,1,1,0,0,3,3,0,0,3,4,5,1,1,3,2,6,7,8,1,6,1,2,3,2,1,3,0,8,7
523,523,41610,4,51,279452,3,0,70,0,0,1,0,1,2,1,1,2,1,1,3,2,3,4,0,4,2,4,5,4,4,5,7,1,1,7,0,5,1,1,0,3,4,2,4,6,6
524,524,16071,4,17,53611,8,0,6,0,0,1,0,0,1,0,2,3,0,0,0,1,2,3,1,5,3,2,4,3,3,1,5,3,2,2,6,3,1,2,3,2,1,3,6,0,7
525,525,39061,4,43,281315,10,0,42,0,0,0,0,1,0,0,1,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,3,0,0,0,1,1,5,0,7,7,4
526,526,34868,4,24,234259,9,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9,0,0,1,1,2,4,2,3,1
527,527,19361,4,36,198587,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1,0,0,1,1,5,0,7,7,4
528,528,4448,4,19,246226,9,0,40,0,0,0,0,0,0,0,2,1,3,0,2,1,0,1,4,1,0,1,0,6,7,4,1,0,5,5,8,9,0,0,1,1,5,0,7,7,0
529,529,45144,4,46,106662,13,99999,55,1,1,1,1,1,2,2,0,-1,2,1,-1,4,3,-1,3,4,-1,0,2,-1,5,5,-1,4,8,-1,4,1,1,1,-1,-1,-1,-1,-1,-1,-1
530,530,40920,1,33,93034,11,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,5,4,1,0,0,1,1,5,0,7,2,0
531,531,40788,4,28,167737,13,0,50,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4,0,0,1,1,5,0,7,7,4
532,532,40923,4,38,166549,9,0,50,0,0,0,1,1,0,1,1,1,1,1,2,0,3,1,0,0,0,0,5,6,1,3,1,6,7,4,1,6,0,0,1,1,5,0,7,7,4
533,533,12783,4,29,138332,10,0,6,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,5,2,4,1,3,1,2,3,2,3,6,3,1,2,2,4,0,6,0,8,8
534,534,36130,4,31,256680,12,0,40,0,0,0,1,1,0,2,0,1,3,2,1,3,1,5,5,3,4,5,2,0,2,0,4,7,3,5,2,4,0,0,1,0,3,5,1,2,0
535,535,18786,4,31,209538,10,0,55,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,4,5,0,1,3,4,6,7,0,1,6,0,0,1,0,3,5,5,2,9
536,536,4538,4,33,264936,9,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,1,0,3,6,6,0,6,1,2,4,4,8,8,0,0,1,1,5,0,7,7,4
537,537,26178,4,22,409230,8,0,40,0,0,0,0,0,1,0,2,0,3,0,1,3,0,2,2,2,1,3,5,5,0,0,8,2,6,9,9,0,0,2,2,0,0,1,5,1,2
538,538,4613,4,36,130926,13,3674,40,0,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,8,7,8,9,2,1,0,2,2,0,3,1,5,1,2
539,539,44384,4,56,127264,10,0,34,0,0,0,1,1,1,1,1,0,1,1,1,2,3,5,3,4,4,6,1,5,6,5,8,8,1,0,3,7,0,2,2,0,3,5,5,1,9
540,540,12200,2,46,265554,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1,0,0,1,1,5,0,7,7,4
541,541,35803,4,63,151364,9,0,25,0,0,1,0,1,1,1,1,0,0,1,4,2,3,2,3,4,1,6,1,7,6,5,6,5,1,3,7,1,1,2,2,4,0,1,3,4,3
542,542,24551,4,46,72896,5,0,43,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,1,4,1,7,4,5,6,1,1,9,0,5,1,2,2,4,0,1,3,4,2
543,543,33222,4,31,186369,5,0,40,0,0,0,0,0,1,1,1,0,1,1,1,2,3,2,3,4,1,4,5,5,4,5,8,1,1,9,0,5,0,2,2,0,0,1,5,1,2
544,544,3994,4,37,295949,9,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,9,0,0,0,1,1,5,0,7,7,4
545,545,43434,4,45,211399,14,7298,40,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,5,0,2,1,5,2,2,4,8,8,4,1,1,2,3,2,1,3,0,8,8
546,546,35356,4,22,333197,9,0,45,0,0,0,0,0,0,0,2,1,3,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0,0,0,1,0,3,5,1,2,0
547,547,2213,4,60,131852,3,0,30,1,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,3,4,1,1,4,5,2,1,1,8,0,5,1,2,3,2,1,3,0,8,8
548,548,1114,4,34,290763,9,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,6,6,0,0,1,2,6,4,9,0,0,0,1,1,5,0,7,7,4
549,549,15621,4,48,130812,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7,0,0,1,1,2,4,2,3,1
550,550,19185,2,45,144940,14,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1,0,0,1,1,5,0,7,7,4
551,551,3593,4,59,154236,9,7688,40,1,0,1,1,1,1,1,1,0,1,1,0,2,3,3,3,4,5,6,1,1,6,5,2,8,1,8,3,7,1,2,2,2,1,6,0,8,8
552,552,40702,4,28,134890,13,0,50,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,0,2,2,1,7,3,5,2,4,0,0,1,1,5,0,1,2,0
553,553,41860,2,17,146890,5,0,20,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,5,0,5,1,5,5,2,4,1,3,4,1,1,2,2,4,0,6,3,8,3
554,554,38642,2,34,581025,5,0,38,0,0,1,0,1,2,1,1,2,1,1,3,0,3,4,3,4,2,0,5,4,5,5,0,4,1,6,4,1,1,1,0,3,4,2,4,5,5
555,555,16379,4,36,210830,14,0,30,0,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,2,6,7,8,9,2,1,1,2,2,4,0,1,3,4,2
556,556,40021,4,36,131808,9,4386,40,1,0,0,0,0,1,1,1,0,1,3,1,0,4,2,4,0,1,1,3,5,7,7,8,0,0,9,5,2,0,2,2,0,0,1,5,1,2
557,557,4222,4,27,233724,9,0,38,0,0,0,0,0,0,0,2,1,3,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9,0,0,1,1,2,4,2,3,1
558,558,6965,4,24,191954,4,0,50,0,0,1,0,0,1,1,1,0,1,0,4,2,3,2,3,2,5,4,5,1,4,5,2,1,1,8,0,5,1,2,2,4,0,6,0,8,8
559,559,12781,4,53,30244,12,15024,40,1,0,1,1,1,2,2,1,2,2,1,0,4,3,3,3,4,3,0,2,3,5,5,0,4,8,6,4,1,1,1,0,3,1,3,6,5,5
560,560,29335,4,21,161210,9,0,50,0,0,0,0,0,1,1,1,0,1,3,1,0,4,5,0,0,4,1,3,5,1,3,4,6,7,0,1,6,0,2,2,0,3,5,5,2,9
561,561,12512,4,40,114537,11,0,50,1,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,0,5,5,1,3,8,6,7,9,1,6,0,2,2,0,3,1,5,1,2
562,562,36345,2,38,172855,7,0,20,0,0,1,0,1,1,1,1,3,1,1,0,0,3,3,3,4,3,0,5,1,5,5,2,4,1,8,4,1,1,2,3,2,1,3,0,8,8
563,563,37049,4,19,163072,10,0,34,0,0,0,0,0,0,0,2,1,0,3,1,1,4,5,4,5,4,1,0,0,7,4,4,0,5,5,8,9,0,0,1,0,3,5,1,2,0
564,564,40589,4,49,393691,10,0,40,1,0,0,0,1,1,0,1,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,4,2,6,0,9,0,0,2,2,0,3,5,5,2,9
565,565,13511,4,25,193701,13,0,38,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4,0,0,1,1,5,0,7,7,4
566,566,44610,4,20,240517,10,0,20,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,6,3,1,1,3,2,5,6,3,0,0,1,1,5,0,7,7,0
567,567,20984,4,30,97723,9,0,45,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2,0,0,1,1,5,0,7,7,4
568,568,27823,4,54,278329,9,0,43,0,0,0,0,1,0,1,1,1,1,1,1,2,0,5,3,4,4,6,1,0,6,5,4,8,6,5,3,0,0,0,1,0,3,5,1,2,0
569,569,3104,4,28,206351,10,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9,0,0,1,1,5,0,7,7,4
570,570,27479,0,48,61985,5,0,20,0,0,1,0,1,2,1,1,2,1,1,3,0,3,3,3,4,3,0,5,3,5,5,0,4,1,6,4,1,1,1,0,3,1,3,6,5,5
571,571,44558,4,26,159732,13,0,43,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4,0,0,1,1,5,0,7,7,4
572,572,2360,4,34,158420,13,0,70,0,0,1,1,1,1,2,0,0,1,2,4,0,1,2,0,0,5,4,5,1,1,3,2,6,7,8,1,6,1,2,2,2,0,6,0,8,8
573,573,28603,1,30,116666,14,0,50,1,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,4,4,1,0,4,1,0,2,2,0,3,5,5,2,9
574,574,37117,4,64,207658,12,0,40,1,0,0,1,1,1,2,0,0,2,1,1,4,3,5,5,4,4,5,1,5,6,5,8,4,8,0,4,1,0,2,2,0,3,5,5,1,9
575,575,19770,2,31,179013,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,0,5,2,5,5,3,4,1,1,4,1,0,0,1,1,2,4,2,3,1
576,576,7217,4,30,121308,10,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,1,0,1,3,6,7,7,1,0,0,4,5,2,0,0,1,1,5,0,7,7,4
577,577,32570,4,35,203717,11,0,50,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,0,5,5,1,3,8,6,7,0,1,6,0,2,2,0,3,5,5,1,9
578,578,10608,4,18,186909,10,0,16,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,6,3,1,1,3,2,5,6,3,0,0,1,1,5,0,7,7,0
579,579,6920,4,29,224858,10,0,45,0,0,0,0,0,0,0,2,1,3,3,2,0,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9,0,0,1,1,5,0,7,7,4
580,580,24784,4,33,34848,10,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,0,0,1,3,6,7,7,1,0,0,5,5,2,0,0,1,1,5,0,7,7,0
581,581,13558,4,18,169652,7,0,12,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,1,2,4,7,3,1,6,3,2,9,6,3,1,2,2,4,0,1,3,4,2
582,582,19263,4,67,148690,14,18481,2,1,-1,1,1,1,2,2,1,2,2,1,3,4,3,4,3,4,2,0,2,4,5,5,7,4,8,7,4,1,1,1,0,3,4,2,4,6,6
583,583,12792,4,17,126771,8,0,7,0,0,1,0,0,1,0,2,0,0,0,0,1,2,2,1,5,5,2,4,1,3,1,2,3,2,8,6,3,1,2,2,2,0,6,0,8,8
584,584,40423,2,45,169324,5,0,40,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,5,7,5,5,6,4,1,9,4,1,1,2,2,4,0,1,3,4,2
585,585,25512,3,24,100605,10,0,14,0,0,0,0,0,0,0,2,0,0,0,1,1,2,5,1,5,4,2,4,5,3,1,8,3,2,0,6,3,0,0,2,0,3,5,5,1,9
586,586,47366,4,27,365745,6,0,20,0,0,1,0,0,1,0,2,3,0,0,0,3,2,3,1,5,3,2,4,3,3,1,5,3,2,2,6,3,1,2,3,2,1,3,6,0,7
587,587,23607,4,55,170994,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7,0,0,1,1,2,4,2,3,1
588,588,31203,4,59,56392,10,0,60,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,5,4,1,1,1,3,2,6,7,3,1,6,1,2,2,4,0,6,3,8,3
589,589,35750,2,64,226878,14,9386,50,1,0,1,0,1,2,1,1,2,1,1,3,0,3,3,3,4,3,0,5,3,5,5,0,4,1,6,4,1,1,1,0,3,1,3,6,5,5
590,590,20969,4,40,150471,12,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,0,2,2,1,7,8,5,2,1,0,0,1,1,5,0,1,2,0
591,591,17134,4,44,175669,7,5178,36,1,0,1,0,0,1,1,1,0,1,1,0,2,3,3,3,4,5,0,1,1,5,5,2,4,1,8,3,1,1,2,2,2,1,6,0,8,8
592,592,7339,4,42,383493,14,0,50,1,0,1,1,1,1,2,0,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0,1,2,2,4,0,1,3,4,3
593,593,37108,4,40,32798,9,0,45,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,4,0,4,1,3,0,7,7,4,8,0,5,5,2,0,0,1,0,3,5,1,2,0
594,594,46290,4,26,233461,9,0,53,0,0,0,0,0,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,4,6,7,0,1,6,0,2,2,0,3,5,5,2,9
595,595,14960,4,26,167350,9,0,50,0,0,0,0,0,0,1,1,1,1,1,2,0,3,1,0,0,0,4,5,6,1,3,1,6,7,5,1,6,0,0,1,1,5,0,7,7,0
596,596,25648,4,36,153066,10,0,50,1,0,0,1,1,0,1,1,1,1,1,2,0,3,1,0,0,0,0,5,6,1,3,1,6,7,4,1,6,0,0,1,1,5,0,7,7,4
597,597,47168,3,38,98080,10,0,40,0,0,0,1,0,0,1,1,1,1,1,2,0,4,1,4,4,0,1,3,6,7,7,1,0,0,4,5,2,0,0,1,1,5,0,7,7,4
598,598,23352,4,37,243409,9,0,50,0,0,0,0,1,0,1,1,1,1,1,1,0,0,5,0,2,4,0,5,0,1,3,4,4,7,5,1,6,0,0,1,0,3,5,1,2,0
599,599,38804,2,19,120361,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1,0,0,1,1,5,0,7,7,4
600,600,27580,2,17,317702,6,0,15,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,5,0,5,1,5,5,2,4,1,8,4,1,1,2,2,4,0,6,0,8,8
601,601,18670,4,23,80680,10,0,16,0,0,0,0,0,0,0,2,1,0,0,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,5,6,3,0,0,1,0,3,5,1,2,0
602,602,5537,4,33,342458,12,0,56,0,0,1,1,1,1,2,0,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0,1,2,2,4,0,1,3,4,3
603,603,25082,4,32,97306,13,0,48,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1,0,0,1,0,3,5,1,2,0
604,604,1162,4,33,114691,13,0,60,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,3,6,7,7,9,2,6,1,2,2,4,0,1,3,4,2
605,605,19286,4,34,186346,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,0,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8,0,0,1,1,2,4,2,3,1
606,606,47143,4,48,121179,10,0,52,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,1,5,1,3,4,8,7,0,3,6,0,2,2,0,3,5,5,2,9
607,607,28244,1,42,198341,14,0,55,1,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,5,5,5,4,4,1,0,4,1,0,0,1,0,3,5,5,2,9
